Body ID,articleBody
300,@JimHarris thank you for the follow Jim!  I'm flattered!  #SemST
301,@DavidSuzukiFDN @cleanenergycan Need hydro bill fix in ON so ppl won't use dirty alt fuels to heat homes. #foodorheat #onpoli #SemST
302,#Asthma is hitting our communities hard in #Chicago says @LVEJO Kim Wasserman  #cleanair4kids #Latinos #SemST
303,The extreme humidity and heat right now might kill me  and it's only 10a.m. #FloridaProblems #SemST
304,@ILuvCO2 @UNGeneva @WMOnews @ParisCOP21 U love CO2 so I can only understand your point of view.But u n I know the trigger of #SemST
305,Haven't seen the mountains in days with all these fires. Can't stand breathing this air quality any longer!!  #SemST
306,@UCSUSA @POTUS @NSCPress @DHSgov @nytimes Criminal capitalist wrecked economy08Now misleadingInvestors as to Risk of #Ecocide #SemST
307,Jared likes child porn now .... Is that what happens if you eat all your meals at Subway? Must be either that or #SemST
308,@UCSUSA @pmharper @ThomasMulcair @Kathleen_Wynne #CSOTA #fossilfuels corp misleading investors about liability for #Ecocide #SemST
309,"Actually on second thoughts, it's pretty bloody terrifying #climatecrisis #ISS15 #SemST"
310,Gone are the days where we would get temperatures of Min -2 and Max 5 in Cape Town #SemST
311,Zinta Zommers: need for a unified tool to bring all these variabilities together #CFCC15 #climate #SemST
312,#Mission:#Climate @ home > Run your dishwasher only if it's full. (by @gaiam) #Tip #ActOnClimate #SemST
313,The stock market froze  In the summer ?!! #SemST
314,"Living an unexamined #life may be easier, but leads to disastrous consequences. #ActonClimate #Action2015 #leadership #SemST"
315,@stormchaser4850 @MiddleAmericaMS @NOAA 2014 was hottest year on record. Looks like 2015 is going to break that record. #SemST
316,Climate Change Deniers are Like Pre Historic Cave Dwellers: California Governor Jerry Brown #CSOTA #uspoli #cdnpoli #SemST
317,What has happened to sunny Colorado?? #cloudy #denver #nosunshine #SemST
318,The biggest terror threat in the World is climate change #drought #floods #SemST
319,"What has been will be again, what has been done will be done again; there is nothing new under the sun. Ecclesiastes 1:9 #SemST"
320,ONE Volcano emits more pollution than man has in our HISTORY! #SemST
321,@SenSanders Republicans don't care about the environment all together. They deny this fact. #SemST
322,@xrisham Reminds me of Nottingham in the early 1960's #ActOnClimate #SemST
323,"@blueislandcity Jason Berry says he discusses that while $$ would buy a big pipe, maybe that won't work w #ResilientChicago #SemST"
324,#Follow @SkyMutual US leader in weather #riskmanagement . Helping the world's #economy adapt to climate change. #SemST
325,"#CSOTA is trending at #3 in Canada on Twitter Now w/ 3,800 Tweets from the #Climate Summit of the Americas! #sm #socialmedia #SemST"
326,Why is Stephen Harper or representative not at #costa   Does he not care about the environment?  #cdnpoli #environment #SemST
327,RT @TheCLF: Thanks to everyone in Maine who contacted their legislators in support of #energyefficiency funding! #MEpoli #SemST
328,We're Committed to Green in Our Dreams: @GovInslee. What'll Drive Change is Power of Parents & Grandparents #CSOTA #SemST
329,"@UN_Spokesperson @FRANCE24 @UN @COP21 @NorwayMFA ""We are the last generation who can address this climate change #SemST"
330,@UN ice cracking in the summer?? SO ALARMING. #climatechangehoax #SemST
331,Its July 8th.. I have clean clothes... I just put jeans on though. #SemST
332,"the water hole time to drink! RT""@vicenews #SemST"
333,"I understand the rain, but it is only about 60 degrees right now..... It is never 60 degrees in July....  #SemST"
334,.@McKenzieAmanda's presentation on shifting the public narrative in a hostile environment should be good #anzca2015 #SemST
335,67 degrees Fahrenheit on July 8th. I love this weather! #PureMichigan #SemST
336,#coalmining & destruction of our ability to live on earth is so stupid. Don't kill our species habitat #duh #Shenhua  #SemST
337,@abcnews @Ginger_Zee  how about you give me TWO SENTENCES about climate instead of ending with a bs whale story. #SemST
338,Someone send some chicken soup or some '80s Conan comics to @jamesbobier4 he's under the weather & noone wants to be there #SemST
339,@billmckibben @suzyji Right out of the Big Tobacco playbook! Why is this disgusting strategy so bulletproof? #SemST
340,@GuardianAus @GrogsGamut Nobody denies the climate changes. #SemST
341,"#ClimateChangeDefinitions ""settled science"" = flawed computer models with jiggered data to force a predefined conclusion. #SemST"
342,People need to wake up & realize what's happening to our earth  #hello #SemST
343,#Questiontime Who is more likely to solve problems related to #poverty #sustainability & #government? #religion? #business? #SemST
344,The countries most likely to survive climate change in one infographic #Survive #Infographic #SemST
345,Terraform Earth so we can recolonize our own homes. #SemST
346,What's next after 2 years? :) #thinkbig #world #solution #water #SemST
347,Climate change has already cut into the global food supply and is fuelling wars &natural disasters #FoodFactsWithHeroRadio #SemST
348,@Myrmecos Still a larval theory. Still poorly modelled. Still unquantified. Still multi-factor. Still flummoxed by albedo. #SemST
349,Whole species #Boomers #GenerationX GenerationY #GenZ Needs a vacation. 25 years on a Greek Island anyone? #HumanExtinction #SemST
350,#Mission:#Climate on the road > Fly less #Tip #EarthRightNow #SemST
351,Edenhofer: Carbon pricing is needed but not sufficient. we need complementary policies to counter #coal renaissance & #CFCC15 #SemST
352,"Humanity is making #mother earth angry, that angriness is the reason for #SemST"
353,@WEETFEvents Jonathan Tillson from @DefraGovUK highlights how economic stability will be undermined by #SemST
354,UK homes & buildings need to be adapted to higher temperatures Daniel Johns @theCCCuk #weetfEvents #adaptation #SemST
355,Plants and trees make oxygen which we breathe and killing the rainforest will make the earths oxygen supply weak. #earth #SemST
356,"$500,000 on flags in 12 months  vs  An Inter-Generational Rot that addresses   #ThingsToSpendMyTaxesOnOtherThanFlags #SemST"
357,Climate deniers is a term used to silence those pointing out the hypocrisy in the fanatical zeal on  #climatetruth #SemST
358,"#Mission:#Climate on the road > Purchase a fuel-efficient, low-greenhouse gas vehicle (by @EPA) #Tip #MissionAccept #SemST"
359,@algore: Will we change? That's the reason we are here. Be of good cheer. We're going to win this #CSOTA #SemST
360,Incredibly moving as a scientist weeps on @BBCRadio4 for the #ocean & for our grandchildren's future ttp://bbc.in/1G9uil5 #SemST
361,Following the invitation only Climate Summit of the Americas online via twitter #CSOTA #Toronto #environment #COP21 #climate #SemST
362,Are the voices of younger generations represented at #CSOTA? We have a say in our collective future. #environment #COP21 #SemST
363,@WalshConstCo We're proud to sign #ORbizclimatedeclaration because we are committed to fighting climate change #SemST
364,"I remember a time when summer was actually summer, you know when it was sunny and 90 degrees everyday #whatshappening #SemST"
365,@neiltyson Rettet die Erde! Save the Earth!  #SemST
366,"@wattsupwiththat yes ironic that the alarmists are the actual ""deniers #SemST"
367,@JustinTrudeau Hey Justin I will give you 50 cents if you stop talking about climate 'Change' #Ottawa #davidsuzuki #cbc #SemST
368,If @EPA & @POTUS don't have to follow SCOTUS why should anyone else have to #ClimateFraud #SpecialReport #WakeUpAmerica #SemST
369,"If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action #Harper  #SemST"
370,"Govt announcement on zero carbon homes ""short-sighted, unnecessary, retrograde and damaging"" says @UKGBC #energyefficiency #SemST"
371,"@bbcweather Good to see more global awareness, thanks. #SemST"
372,"We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve #SemST"
373,Sea Level Rise above 6 meters - what does that mean? It means 20 ft above current heights. #SemST
374,@Agent350 This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST
375,We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. #SemST
376,If you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? #SemST
377,#Mission:#Climate @ home > Take a shower instead of a bath #Tip #LoveOurPlanet #SemST
378,"The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST"
379,"Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees #SemST"
380,@4EvaMartino  Everyone should learn this recipe - given summers are going to get warmer every year! #SemST
381,Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST
382,"Lot's of time, class over! @nationaljournal #SemST"
383,@TheLibertyEagle Oh for the love of Pete! I thought we were going to be incinerated by then! #SemST
384,If complaining about irrelevant problems were illegal maybe we could solve some of the important issues #itsjustaflag #SemST
385,"@LiberalAus - ""All"" you folks #owe me an #official #apology at this point ""absolute"" ([minimum]), re's D #peace #Transparency #SemST"
386,"Maybe we should start ""labelling every #product"" made with its ""#Environmental #footprint""? Sooner or later we must act! #SemST"
387,If we touch #Antarctica for one more #reason other than to #research the #impact of us we would be #insane! #Democracy #Goal? #SemST
388,Wind power helped stabilize Texas' power grid during a 2014 cold snap that suddenly increased demand. #ClimateHope #Climate #SemST
389,"It's so cold and windy here in Sydney, I just saw a climate scientist fly past my window #auspol #ClimateChangeIsReal #SemST"
390,Feminists can TOTALLY wear makeup and don't tell me otherwise. #choices #SemST
391,"I searched for posts with ""feminist"" tag and saw how much hatred is against feminism. #misogyny #tumblr #hatred #sadness #tears #SemST"
392,I saw a little girl wearing a mustache from the vending machine. #equality #SemST
393,"Women are taught to put their values into their hymens, rather than their intelligence, accomplishments, goals or character #SemST"
394,"If u link anti feminism with misogyny or inequality-lover, please dont reproduce! The world have enough imbeciles . #SemST"
